,Unnamed: 0,name,lat,lon,category,type,geometry,density
162,29,Big Ben Pub,47.375084,8.544062,Bar,"{'typepoint': {'type': 'Point', 'coordinates': [47.375084, 8.544062]}}",POINT (8.544062 47.375084),26
163,30,Baryton Music-Bar,47.376176,8.538054,Bar,"{'typepoint': {'type': 'Point', 'coordinates': [47.376176, 8.538054]}}",POINT (8.538054 47.376176),42
164,31,Dada Bar,47.375854,8.543726,Bar,"{'typepoint': {'type': 'Point', 'coordinates': [47.375854, 8.543726]}}",POINT (8.543726 47.375854),25
165,32,Baradox,47.372879,8.53318,Bar,"{'typepoint': {'type': 'Point', 'coordinates': [47.372879, 8.53318]}}",POINT (8.53318 47.372879),36
166,33,Kunsthaus Bar,47.370732,8.549165,Bar,"{'typepoint': {'type': 'Point', 'coordinates': [47.370732, 8.549165]}}",POINT (8.549165 47.370732),6
167,34,Cigar-Bar,47.371251,8.541765,Hotel Bar,"{'typepoint': {'type': 'Point', 'coordinates': [47.371251, 8.541765]}}",POINT (8.541765 47.371251),35
168,35,Bang-On,47.374033,8.531896,Bar,"{'typepoint': {'type': 'Point', 'coordinates': [47.374033, 8.531896]}}",POINT (8.531896 47.374033),33
169,36,Lenox Bar,47.382685,8.54029,Bar,"{'typepoint': {'type': 'Point', 'coordinates': [47.382685, 8.54029]}}",POINT (8.54029 47.382685),10
170,37,Kater,47.378344,8.530015,Bar,"{'typepoint': {'type': 'Point', 'coordinates': [47.378344, 8.530015]}}",POINT (8.530015 47.378344),7
171,38,La Stanza,47.368474,8.536729,Cocktail Bar,"{'typepoint': {'type': 'Point', 'coordinates': [47.368474, 8.536729]}}",POINT (8.536729 47.368474),31
172,39,Café Odéon,47.367702,8.545297,Bar,"{'typepoint': {'type': 'Point', 'coordinates': [47.367702, 8.545297]}}",POINT (8.545297 47.367702),20
173,40,Old Crow,47.372146,8.541082,Cocktail Bar,"{'typepoint': {'type': 'Point', 'coordinates': [47.372146, 8.541082]}}",POINT (8.541082 47.372146),35
174,41,Bohemia,47.364735,8.554953,Bar,"{'typepoint': {'type': 'Point', 'coordinates': [47.364735, 8.554953]}}",POINT (8.554953 47.364735),4
175,42,Kronenhalle,47.367471,8.545658,Bar,"{'typepoint': {'type': 'Point', 'coordinates': [47.367471, 8.545658]}}",POINT (8.545658 47.367471),19
176,43,BarMünster,47.371802,8.543965,Cocktail Bar,"{'typepoint': {'type': 'Point', 'coordinates': [47.371802, 8.543965]}}",POINT (8.543965 47.371802),28
177,44,Widder Bar,47.372337,8.539827,Hotel Bar,"{'typepoint': {'type': 'Point', 'coordinates': [47.372337, 8.539827]}}",POINT (8.539827 47.372337),40
178,45,Widder Garage,47.371711,8.540002,Cocktail Bar,"{'typepoint': {'type': 'Point', 'coordinates': [47.371711, 8.540002]}}",POINT (8.540002 47.371711),36
179,46,Imbiss Riviera,47.367557,8.544417,Dining and Drinking,"{'typepoint': {'type': 'Point', 'coordinates': [47.367557, 8.544417]}}",POINT (8.544417 47.367557),20
180,47,Terrasse,47.367778,8.544483,Lounge,"{'typepoint': {'type': 'Point', 'coordinates': [47.367778, 8.544483]}}",POINT (8.544483 47.367778),20
181,48,Restaurant Nelson,47.375889,8.539936,Lounge,"{'typepoint': {'type': 'Point', 'coordinates': [47.375889, 8.539936]}}",POINT (8.539936 47.375889),42
182,49,Razzia,47.360833,8.551481,Restaurant,"{'typepoint': {'type': 'Point', 'coordinates': [47.360833, 8.551481]}}",POINT (8.551481 47.360833),15
183,0,Hundesalon Top Dog,47.36167,8.550758,Pet Grooming Service,"{'typepoint': {'type': 'Point', 'coordinates': [47.36167, 8.550758]}}",POINT (8.550758 47.36167),17
184,1,Petits Amis Tierbedarfsladen,47.361763,8.559924,Pet Grooming Service,"{'typepoint': {'type': 'Point', 'coordinates': [47.361763, 8.559924]}}",POINT (8.559924 47.361763),3
185,2,Hundeshop Carlos GmbH,47.361763,8.559924,Pet Grooming Service,"{'typepoint': {'type': 'Point', 'coordinates': [47.361763, 8.559924]}}",POINT (8.559924 47.361763),3
